1	5	9	16		1	1	1	2		8	3			5
4	11	82	6		1	1	2	2		1	8			17
26	18	2	10				1			11	21			4
7	14	7			1		8	3	2				9	1
1	1													
3	4	2	2	1			1							
			1							1				
		7	1					1			1			
			1								1			
			1											
3	9	4	1		16		1	2						
1	11	3					1	4				1	3	1
	1	9												
1	1	7				1	1		4					
3	6	10			2	1	4	1	1			1	1	1
