55	1	4	4	3	37	3	1	24		3	1	3	7	56	2
8	1	7	1	2	25			6		40	13	3	9	27	11
35	1	27	1	3	31		1	28		5	1	1	11	56	4
1	4	4	4	11	2	6	3	2		8	5	5	5	1	5
2					2			2						1	
4	1	4	1	3	1		2	3		4	3	3	4	18	5
3					7			10		2				1	
12					23			13		2			6		
5					11			14		1	2		2	2	
3					8			6					1		
	1	9	1	3	12		2	4	7	3	6	6	3	2	10
	2	4	1	1	2		2	2		6		3	13	2	4
										1			1		
	2	1	2	1			3	1		1		1	1	1	3
1	3	9	1	3	3	1	5	3	2	3	3	4	6	3	6
